"계속 늘어나는 피해자들…여전히 심각한 몸캠피싱, 불법촬영 동영상 ‘디지털 성범죄’"," 인기 연예인의 불법영상물 제작 및 유포, 텔레그램 N번방 사건 등으로 알려진 불법촬영물 범죄가 지속적인 사회적 논란으로 심화되고 있다.	 이와 더불어, 온라인상에서 영상채팅을 유도한 뒤 나체사진 혹은 영상을 촬영해 이를 빌미로 금전을 갈취하는 ‘몸캠피싱’ 피해까지 증가하며 디지털성범죄 대책 마련이 시급하다.	   지난 29일 이탄희 더불어민주당 의원이 발표한 경찰청 자료에 따르면 지난해 발생한 몸캠피싱은 1,824건으로 2015년 102건 대비 17.8배 증가했다.	 몸캠피싱 피해 규모는 지난해 55억원으로 3년새 6.3배 늘어난 반면 몸캠피싱 검거율은 지난해 26.2%에 그쳐 3년 연속 20%대에 머물렀다.	또한 국회 법제사법위원회 소속 최기상 더불어민주당 의원이 경찰청으로부터 받은 자료에 따르면, 불법촬영 및 유포 범죄는 ▷2016년 5,185건 ▷2017년 6,465건 ▷2018년 5,925건 ▷지난해 5,762건 등 매년 5,000 건 이상 발생했다.	 디지털성범죄는 카메라 장비의 진화로 인해 누구나 쉽게 촬영할 수 있고, 온라인 특성 상 한번 유포되면 SNS를 통해 빠르게 전파될 수 있어 피해자에게 막대한 피해를 입힌다.	 과거 개인의 범죄 유형에서 최근 N번방 사건처럼 조직적인 형태로 범죄 수법 역시 진화하면서 피해 규모도 더욱 커지고 있다.	     이 같은 현실을 반영해 정부, 지자체, 유관단체들이 디지털성범죄 근절을 위한 다양한 대책을 제시하고 있지만, 여전히 개인이 홀로 대응하기엔 어려움을 겪을 수밖에 없다.	 더욱이 한번 유포된 불법촬영물을 영구적으로 삭제하는 일은 쉽지 않기 때문에 전문 보안업체를 통한 대응이 현명하다.	 디지털성범죄 및 몸캠대응 전문기업 ‘라바웨이브’는 자체 개발한 IT 보안기술과 다년간의 노하우로 디지털성범죄 피해자들을 돕고 있다.	 라바웨이브의 핵심인 LAVAR CS시스템은 빅데이터 기반의 1:1 맞춤형 솔루션을 통해 유포 대상을 강제로 변경하거나 매개 수단을 사전 차단하는 등의 방식으로 동영상유출 피해를 막아준다.	 몸캠피싱 협박범들이 2차적인 가해를 위해 웹하드 등에 동영상을 업로드 하는 경우도 있는데, 라아웨이브의 LAB시스템은 개인정보 관련 게시글 및 악성댓글 등을 삭제하고 피해자의 영상을 구별할 수 있도록 다른 동영상으로 대체하는 기능 등을 제공하고 있다.	 ‘디지털성범죄 가해자는 끝까지 추적해 피해자의 추가 피해를 막는다’는 모토로 긴급한 대응이 필요한 피해자들을 위해 IT보안전문가, 상담전문가들로 구성된 전담팀이 24시간 대기하고 있어 혹시 모를 피해와 동영상유포에 신속히 대응할 수 있다.	 라바웨이브 전략기획팀 김태원 팀장은 “최근 중국 피싱범죄 조직의 활발한 활동으로 몸캠협박, 스팸동영상, 음란물사기 등 다양한 디지털성범죄의 표적이 된 피해자가 매년 늘어나고 있는 현실”이라며 “라바웨이브는 10년 이상 경력의 화이트해커 그룹과 축적된 빅데이터에 의한 맞춤형 솔루션으로 다양한 상황에 대비하며 피해자들을 돕기 위한 최선의 노력을 다하고 있다”라고 덧붙였다.	한편, 지난 2015년 설립된 라바웨이브는 디지털성범죄 대응 서비스에서 쌓은 기술 및 노하우를 기반으로 기업의 매출을 저해하는 각종 악성댓글, 오보기사를 비롯해 기업 이미지 등을 관리하는 ‘기업 평판 관리 서비스’을 제공하고자 준비 중이다."
"경기도교육청, A학원 교사 채용비리 확인 후속조치 진행",  Copyright ⓒ  &
검사 사칭 100억원 가로챈 보이스피싱 일당 검거,  Copyright ⓒ  &
"성폭력 피해자에게 두 번의 고통 안긴 국선변호사, 추행 혐의로 검찰 송치",  Copyright ⓒ  &
"지니 나오는 ""요술 램프"" 속여 의사에게 판매한 인도 사기꾼 체포 [B급통신]",  Copyright ⓒ  &
"성남시, 공무직·기간제 근로자 근무 19곳 작업장 안전 ""강화""",  Copyright ⓒ  &
"귀신보다 무서운 건 사람, 캐나다 핼러윈서 일본도 휘둘러 2명 사망",  Copyright ⓒ  &
"검찰, 안양시의회 민주당 의원 10명 기소 할 듯",  Copyright ⓒ  &
단속카메라 지났다고 밟으면 걸린다…고속道 연속이동단속 카메라 설치,  Copyright ⓒ  &
"군산시, 아파트투기 행정·사법·세무 합동조사반 가동",  Copyright ⓒ  &
"전담보호관찰관, 24시간 위치 파악, 대응팀 출범…조두순 재범방지 방안 발표",  Copyright ⓒ  &
"광주광역시-광주경찰, 어린이보호구역 노면표시 시범사업 실시",  Copyright ⓒ  &
"조두순 출소 후 24시간 밀착 감시, 술도 못 먹고 외출도 제한",  Copyright ⓒ  &
"프랑스 니스 참수 테러 용의자, 21세 튀니지 청년",  Copyright ⓒ  &
"경기도, 저신용 서민 상대 3878% 살인적 고금리 일당 검거",  Copyright ⓒ  &
"안양시의회, 민주당 의원 10명 기소의견 검찰로 넘어가",  Copyright ⓒ  &
"서울 유명 클럽들, 핼러윈데이 기간 선제적 휴업 예고 왜?",  Copyright ⓒ  &
인천시의회 서정호 교육위원 “원격수업 안정화와 돌봄 예산 확충 시급”,  Copyright ⓒ  &
"""아프리카의 이름으로 되찾으러 왔다"" 파리 박물관 유물 훔친 콩고인",  Copyright ⓒ  &
"""키코 사기혐의 없다"" 檢, 부실수사 의혹…""가격정보 제공"" 진실은?",  Copyright ⓒ  &
내일부터 아동·학생 대상 9인 이하 모든 실내체육시설 영업허용,"경기도 포천시에서 지난 4일 오성영 전국헬스클럽관장협회장이 자신의 헬스장 문을 열자 경찰이 출동해 체육관 내부 상황을 살펴보고 있다.	 연합뉴스 정부가 코로나19 관련 '집합금지' 조치를 적용했던 실내체육시설 중 축구교실 등 아동·학생에 대한 교습을 진행하는 곳의 운영을 8일부터 허용하기로 했다.	손영래 중앙사고수습본부 전략기획반장은 7일 코로나19 백브리핑에서 ""아동·학생 교습에 대한 태권도장이나 학원과 동일한 조건으로 모든 실내체육시설에 대한 운영을허용한다""고 밝혔다.	이어 ""이는 돌봄 기능을 위한 것으로, 아동·학생에 한정해 시행하는 교습 형태여야 한다""면서 ""동시간대 9명 이하 인원 유지 조건은 동일하다""고 덧붙였다.	실내체육시설에는 헬스장, 검도장, 킥복싱장, 축구교실, 줄넘기교실, 볼링장, 수영장, 탁구장, 당구장, 골프연습장, 배드민턴장, 무도장, 스쿼시장, 에어로빅장, 필라테스 등이 해당한다.	이 가운데 아동·학생이 많이 이용하는 줄넘기교실·축구교실·검도장 등은 9인 이하 영업이 가능하지만, 헬스장을 비롯해 성인들이 주로 이용하는 시설은 별다른 이점이 없을 전망이다.	정부는 앞서 지난 3일까지였던 '사회적 거리두기' 조치를 오는 17일까지 2주 연장하면서 스키장 등 겨울 스포츠업종과 태권도·발레학원 등 일부시설에 대해서만 영업제한 조치를 풀어 줘 형평성 논란이 일었다.	특히 2.5단계가 적용 중인 수도권의 경우 헬스장 등 실내체육시설의 운영은 계속 금지하면서 학원으로 등록된 태권도·발레 등의 소규모 체육시설은 동시간 교습 인원 9명 이하를조건으로 영업을 허용해 헬스장 업주들이 공개적으로 반발하며 '헬스장 오픈 시위'를 벌였다.	손 반장은 실내체육시설 전면 영업허용 여부 관련 질의에는 ""실내체육시설도 탁구·당구·농구·스크린골프 등 내부 업종이 방대하다.	 헬스장은  기준이 가능할지 모르겠지만 일부 시설의 경우 '4∼8㎡당 1명'과 같은 수칙을 정밀하게 정비할 필요가 있다""면서 ""문화체육관광부가 오늘 간담회에서 업계의 의견을 수렴하고, 또 중수본 및 중앙방역대책본부와 소통하면서 다음 주까지 수칙을 가다듬어 나갈 예정""이라고 답했다.	정부는 앞서 실내체육시설의 성격을 띤 학원 등 일부 업종에 대해서만 영업 제한을 예외적으로 풀어준 취지에 대해서도 언급했다.	손 반장은 ""수도권 실내체육시설을 비롯해 10종의 시설에 대해 집합금지 조치를 오는 17일까지 2주간 연장하면서 방학을 맞이해 돌봄 부담이 커지는 학원에 대해 아동과 학생을 대상으로 동시간대 9명 이하로 운영하는 선에서 부분적으로 허용하기로 했다""고 설명했다.	아울러 ""동일한 학원 기능을 수행하는 태권도장 등 7개 신고 업종에 대해서도 같은 조건으로 운영을 허용하는 과정에서 미신고 업종이나 도장업 외에 줄넘기나 축구교실 등 다른 아동·학생 대상 교습 업종에서 형평성 시비가 제기됐다""면서 ""이번 조치로 '일부는 되고, 비슷한 다른 체육 교습은 안 된다'는 형평성 문제는 상당 부분 해소될 것으로 기대한다""고 말했다.	그러면서""실내체육시설을 비롯해 학원이나 노래방 업계에서는 수도권 집합금지 장기화로 생계의 어려움을 호소하고 있어 송구스럽고 감사한 마음""이라며 ""방역수칙을 준수하는가운데 운영을 허용하는 방안을 준비할 계획""이라고 밝혔다."
"경기도, 미세먼지 불법 배출사업장 집중 수사",  Copyright ⓒ  &
"경기도, 특사경 최고성과 ""하천·계곡 불법점용 행위 단속""",  Copyright ⓒ  &
"SKT, 장애인 근로자 안전한 출근길 돕는다…‘스마트지킴이’ 보급사업 시작",  Copyright ⓒ  &
웨딩 사진이 뭐라고…위험 감수한 무모한 커플들 [B급통신],  Copyright ⓒ  &
"정 총리 ""전국 사회적 거리두기 1단계로 완화…수도권 예외""",  Copyright ⓒ  &
광복절 집회 150명 인솔 전북지역 목사 3명 기소의견 송치,  Copyright ⓒ  &
몰카에 속아 여기자 쫓아 호텔 침실까지 들어간 트럼프 측근 줄리아니,  Copyright ⓒ  &
"화성시의회 김경희 의원, 경찰청장 감사장 수상",  Copyright ⓒ  &
"""가스총이 거기서 왜나와?"" 대치동 은마아파트서 가스총 40여정 포대 발견, 경찰조사",  Copyright ⓒ  &
"""죽으면 책임진다""던 택시기사, 구급차 가로막은 죄로 1심서 징역 2년",  Copyright ⓒ  &
"남원시, 공중화장실 불법촬영 카메라 일제점검 실시",  Copyright ⓒ  &
온라인 마약 유통 적발 전년比 6.3배 급증…10대 마약사범 5년간 2배 증가,  Copyright ⓒ  &
연락두절 익산 초등생 나흘 만에 제주서 발견 집으로,  Copyright ⓒ  &
"영상확보, 탐문 등 울산 주상복합 화재 원인 본격 수사",  Copyright ⓒ  &
"서해안고속도로 목포 방향 다중 추돌 사고 발생 ""14명 경상""",  Copyright ⓒ  &
"16층 매달려 트럼프 면담 요구한 남성, 13시간 만에 무사 구조",  Copyright ⓒ  &
"여수시, 72주년 여순사건 합동 추념식 개최",  Copyright ⓒ  &
"영광군, 여성안심귀갓길 ‘안심비상벨’ 설치",  Copyright ⓒ  &
"""대통령과 면담하게 해달라"" 시카고 트럼프 타워 16층에 매달린 남성",  Copyright ⓒ  &
홍콩 시위 중 사라졌던 64세 할머니 14개월 만에 나타날 수밖에 없던 비화,  Copyright ⓒ  &
"""IDS홀딩스 주범과 유착 의혹"" 현직 검사, 검찰에 피고발",  Copyright ⓒ  &
"국회 행안위, 오늘 ""정인이 사건"" 긴급질의…경찰청장 출석","고개 숙여 사과하는 김창룡 경찰청장.	 사진| 연합뉴스 국회 행정안전위원회는 7일 오전 양부모의 학대로 숨진 생후 16개월 입양아 '정인이 사건'과 관련해 긴급 현안질의를 진행한다.	행안위는 이날 전체회의에서 경찰청을 상대로 3차례의 아동학대 신고를 받았지만 모두 무혐의 처분한 경위를 따져 물을 전망이다.	이날 회의에는 김창룡 경찰청장과 이재영 행정안전부 차관이 참석한다.	 전해철 행안부 장관은 청와대 신년 인사회 참석을 이유로 불참하는 것으로 전해졌다.	경찰이 이번 사건에 대한 지휘책임을 물어 서울 양천경찰서장을 대기발령 조치했지만, 경찰의 미흡한 대처에 국민적인 공분이 이어지고 있다.	앞서 김창룡 경찰청장은 지난 6일 경찰청사에서 예정에 없던  브리핑을 열고 '정인이 사건'과 관련해 대국민 사과문을 발표하고 고개숙여 사과했다.	지난해 10월 발생한 '정인이 사건'은 지난 2일 SBS '그것이 알고 싶다'를 통해 재조명되면서 사회적 분노가 확산했다.	 지난 4일 청와대 국민청원 게시판에 올라온 '아동학대 방조한 양천경찰서장 및 담당 경찰관의 파면을 요구합니다'라는 제목의 글은 게시 하루 만에 정부의 공식 답변 요건인 20만명 이상의 동의를 얻었다."
"키코 공대위, 다시 윤석열 검찰총장에 노크했다…면담 성사될까",  Copyright ⓒ  &
음주측정 불응한 도주 차량에 1㎞ 매달려 끌려간 경찰관 의식불명,  Copyright ⓒ  &
울산 33층 주상복합 화재 피해로 88명 병원 이송,  Copyright ⓒ  &
새 차가 뭐라고…21개월 딸 차에서 죽게 만든 美 비정한 아버지[B급통신],  Copyright ⓒ  &
이슬람교 창시자 건드렸다고…학부모의 신상 공개 탓에 참수 당한 프랑스 교사,  Copyright ⓒ  &
"차벽 없어진 주말 광화문, 서울 곳곳에서 집회",  Copyright ⓒ  &
PC방서 한번에 담배 100여개비 피우던 유튜버 경찰 조사,  Copyright ⓒ  &
"""영하 기온"" 설악산 산행 중 길 잃은 70대 기적의 생환 스토리",  Copyright ⓒ  &
"영암군, 화물자동차 법규위반행위 합동 단속 실시",  Copyright ⓒ  &
"극단적 선택 암시했던 박진성 시인, 서울서 생존 확인",  Copyright ⓒ  &
"""성폭력 무혐의"" 박진성시인,극단적 선택 암시후 잠적...경찰, 행적추적",  Copyright ⓒ  &
"""라임 의혹"" 윤갑근 전 고검장 딸, 극단적 선택 시도로 중상","윤갑근 전 대구고검장이 지난해 12월10일 서울 양천구 서울남부지법에서 열린 영장실질심사에 출석하며 취재진 질문에 답하고 있다.	 사진| 연합뉴스 라임자산운용 펀드 재판매 청탁 혐의로 구속 기소된 윤갑근 전 대구고검장의 딸이 극단적 선택을 시도, 중상을 입었다.4일 경찰 등에 따르면 이날 오전 5시58분쯤 충북 청주시 상당구 모 아파트에서 윤 전 고검장 딸 A씨가 7층에서 1층으로 뛰어내렸다.	투신 전 의심신고를 받고 오전 5시33분경 출동한 119구급대는 아파트 밑에 에어매트를 설치했다.	 하지만 A씨는 추락하는 과정에서 나무와 차량 보닛 등에 부딪혀 에어매트 옆으로 떨어진 것으로 알려졌다.	A씨는 곧바로 충북대병원으로 옮겨졌고, 머리와 다리 등을 크게 다쳤지만 생명에는 지장이 없는 것으로 전해졌다.	 응급 치료 후 의식을 찾은 것으로 알려졌다.	A씨는 '남은 가족을 잘 부탁한다'는 내용의 유서를 남긴 뒤 극단적 선택을 시도한 것으로 전해졌다.	 가족에 따르면 A씨는 최근 구속된 윤 전 고검장의 처지를 걱정해왔다.	 지난달에는 윤 전 고검장 구속 후 교도소 이메일을 통해 ""보고 싶다"", ""같이 살자"" 등의 편지를 보내기도 했다.	경찰은 정확한 사고경위를 조사 중이다.	 윤 전 고검장은 지난달 24일 특정경제범죄가중처벌법 위반 혐의로 구속 기소됐다.	 만기가 도래한 라임 펀드의 재판매를 우리은행장에게 청탁하는 대가로 2억원대 자문료를 받은 혐의를 받고 있다."
"디지털 꽃뱀 ‘몸캠피싱’··올세이프, 피씽 피해자 구조나서"," 랜덤채팅 애플리케이션이 개발되고 인기가 많아지면서 젊은 남성들 사이에서 영상통화를 통해 성적 이미지와 영상을 공유하다 협박으로 이어지는 ‘몸캠피싱’이 사이버상에서 확산이 되고 있다.	몸캠피싱 악용은 여성인 척 접근하여 남성 피해자들을 유혹하고 음란 행위를 끌어내어 협박을 위해 해킹 블랙코드를 설치하도록 대화를 하며 개인정보를 확보한다.	 후에 지인들 또는 가족들에게 성적영상을 알리겠다며 금전적 요구를 하고 있다.	 이러한 악질적인 범행 수법 때문에 피해자의 정신적 고통은 클 수밖에 없다.	 음란 행위와 신체 부위가 그대로 노출된 자신의 영상이 언제, 어떻게, 누구에게 유출될 지 모른다는 불안감과 함께 범죄 집단의 협박과 금전 요구가 날마다 이어진다.	 더군다나 몸캠피싱 범죄 수법은 날이 갈수록 교묘하게 진화되고 있고 범죄 조직 대부분이 해외에서 활동하고 운영되기 때문에 검거가 쉽지 않다.	 뿐만 아니라 피해자 대부분이 경찰 신고를 꺼리는 특성 때문에 제대로 조치가 이뤄지지 않는 상황에서 협박에 노출된다.	몸캠피씽 피해 예방을 위해서는 출처가 불분명한 파일은 절대 열어보거나 다운로드 받지 않도록 각별한 주의가 필요하다.	 그러나 이미 피씽을 당한 상황이라면 즉시 경찰에 신고하고 영상이 유출되지 않도록 보안업체를 찾아 대응에 나서야 한다.	몸캠피씽 보안 업체 ‘올세이프’ 관계자는 “몸캠피싱은 연락처 해킹으로 시작해 영상 유포 협박으로 이어진다.	 지인들에게 영상이 유포되기 전 보안업체와 함께 유포 차단은 물론 범죄단의 서버를 추적해 정보 제거에 나서는 것이 가장 중요하다”고 전했다.	이어 “몸캠피씽으로 인한 피해는 일파만파로 퍼질 수 있다.	 피해자의 삶을 혼란스럽게 만들고 정신적인 충격은 물론 무작위로 각종 웹하드나 소셜네트워크를 통해 영상이 유포되는 경우도 있기 때문에 협박을 받는 즉시 대응하는 것이 핵심이다”고 덧붙였다.	한편, 몸캠피씽 전문 보안 업체 올세이프는 몸캠협박 외에도 카카오톡유포협박 등 영통사기를 빠르게 대처하기 위해 24시간 상담을 진행하고 있다고 밝혔다."
